0.25 0.25 0.25 0.25
relax 0.000475 0.000625 0.00025 0.0002
rivera 0.0004 0.00105 2.5e-05 7.5e-05
nightclub 0.00105 0.000325 5e-05 0.000125
sequel 0.000175 2.5e-05 7.5e-05 0.001275
pretax 7.5e-05 5e-05 0.001275 0.00015
ganguli 0.00015 0.00135 2.5e-05 2.5e-05
afc 5e-05 0.00125 7.5e-05 0.000175
sinai 0.001475 2.5e-05 2.5e-05 2.5e-05
outrag 0.00075 0.0003 0.000275 0.0002
wealth 0.000225 0.00015 0.0009 0.00025
pattern 0.000275 0.000325 0.0002 0.000725
dri 0.0002 0.00035 0.0001 0.000875
upward 0.000225 7.5e-05 0.0009 0.000325
spawn 0.000175 2.5e-05 0.000425 0.0009
overtur 0.000475 5e-05 0.00015 0.00085
fernando 0.0004 0.001025 5e-05 5e-05
honour 0.0007 0.000575 7.5e-05 0.000175
miracl 0.000325 0.000775 2.5e-05 0.0004
suspici 0.00065 0.000125 0.000575 0.000175
bold 0.0007 0.000325 0.000225 0.000275
kreme 2.5e-05 2.5e-05 0.001425 5e-05
ore 0.00025 0.000475 0.0006 0.0002
underli 0.0001 2.5e-05 0.000825 0.000575
mechan 0.000275 0.00015 0.0005 0.0006
spiral 0.00065 0.000175 0.000575 0.000125
hattrick 0.0001 0.001375 2.5e-05 2.5e-05
underlin 0.000475 0.0005 0.00045 0.0001
narrowli 0.000675 0.000375 0.000325 0.00015
89 0.000825 0.00045 0.00015 0.0001
axe 0.000325 0.00055 0.0004 0.00025
framework 0.000325 7.5e-05 0.0003 0.000825
lanc 0.000125 0.00125 0.0001 5e-05
gerrard 5e-05 0.001425 2.5e-05 2.5e-05
vonag 2.5e-05 2.5e-05 0.0003 0.001175
marvel 7.5e-05 0.0002 0.000175 0.001075
marketplac 0.0002 0.000125 0.0004 0.0008
reloc 0.000425 0.000725 0.000225 0.00015
wrestl 7.5e-05 0.000875 0.000425 0.00015
risen 0.00045 0.000175 0.000675 0.000225
kenyan 0.0013 0.000125 2.5e-05 7.5e-05
brutal 0.000925 0.000375 0.000125 0.0001
grey 7.5e-05 0.000425 0.000875 0.00015
schwarzenegg 0.000575 7.5e-05 0.000475 0.0004
airwav 0.0002 7.5e-05 0.00065 0.0006
partli 0.000225 0.000125 0.0008 0.000375
bore 0.000525 0.000475 0.000275 0.00025
roadsid 0.00135 5e-05 5e-05 7.5e-05
workstat 2.5e-05 2.5e-05 5e-05 0.001425
racial 0.000425 0.000775 0.000125 0.0002
motorsport 2.5e-05 0.00145 2.5e-05 2.5e-05
eager 0.000175 0.000475 0.0004 0.000475
barrichello 0.000125 0.00135 2.5e-05 2.5e-05
castro 0.001175 0.00015 0.00015 5e-05
mariano 0.000275 0.0012 2.5e-05 2.5e-05
76er 2.5e-05 0.00145 2.5e-05 2.5e-05
charlton 0.0001 0.0013 2.5e-05 0.0001
jpeg 2.5e-05 2.5e-05 5e-05 0.001425
nh 7.5e-05 0.00095 0.000125 0.00035
hottest 2.5e-05 0.0004 0.000425 0.00065
swarm 0.0006 0.00025 7.5e-05 0.000575
configur 2.5e-05 2.5e-05 0.0001 0.00135
oh 5e-05 0.001025 7.5e-05 0.00035
toolbar 2.5e-05 2.5e-05 2.5e-05 0.001425
gotten 0.000125 0.0006 0.0003 0.000475
elbow 2.5e-05 0.001375 2.5e-05 7.5e-05
outlaw 0.00075 0.0001 7.5e-05 0.000575
ming 7.5e-05 0.001375 2.5e-05 2.5e-05
suse 2.5e-05 2.5e-05 7.5e-05 0.001375
huski 5e-05 0.001325 0.0001 2.5e-05
spencer 5e-05 0.0003 0.001025 0.000125
krispi 2.5e-05 2.5e-05 0.0014 5e-05
memo 0.000575 0.000175 0.00035 0.0004
modestli 0.000225 2.5e-05 0.0012 5e-05
particular 0.0002 0.000375 0.00015 0.000775
bosnian 0.0014 2.5e-05 5e-05 2.5e-05
slice 0.000325 0.00025 0.000425 0.0005
brink 0.000325 0.0005 0.0003 0.000375
mous 5e-05 5e-05 0.000225 0.001175
burt 5e-05 7.5e-05 5e-05 0.001325
oliv 0.00045 0.00085 0.000125 7.5e-05
fledgl 0.00075 2.5e-05 0.0004 0.000325
male 0.000325 0.000225 0.0001 0.00085
echo 0.0009 0.00015 0.0002 0.00025
uniti 0.001325 2.5e-05 7.5e-05 7.5e-05
robin 0.00025 0.000925 0.000125 0.0002
93 0.00015 0.000875 0.0003 0.000175
burden 0.000275 0.000375 0.0006 0.00025
fileswap 2.5e-05 2.5e-05 0.0001 0.00135
6000 0.00035 7.5e-05 0.0006 0.000475
treasur 0.000325 0.00025 0.0007 0.000225
alexandria 0.0004 2.5e-05 0.00095 0.000125
threeweek 0.00075 0.00015 0.00045 0.00015
blazer 5e-05 0.00135 5e-05 5e-05
recognit 0.0004 0.000575 0.0001 0.000425
felix 0.0001 0.00135 2.5e-05 2.5e-05
arroyo 0.00055 0.0005 0.000425 2.5e-05
sevil 2.5e-05 0.001425 2.5e-05 2.5e-05
adelaid 0.000275 0.00095 0.00025 2.5e-05
vogt 2.5e-05 0.001425 2.5e-05 2.5e-05
heisman 7.5e-05 0.001375 2.5e-05 2.5e-05
900 0.000425 5e-05 0.00065 0.00035
nevada 0.000275 0.000575 0.000125 0.0005
99 0.000175 0.0004 0.0002 0.0007
lesson 0.000225 0.00065 0.000275 0.000325
lunch 0.0003 0.00075 0.000175 0.00025
chamber 0.000425 0.000225 0.0004 0.000425
ear 0.000225 0.0004 0.0003 0.00055
rumbl 0.00055 0.000425 2.5e-05 0.000475
archiv 0.0002 0.0001 7.5e-05 0.0011
younger 0.0003 0.0006 0.0003 0.000275
nurs 0.000425 0.000275 0.000225 0.00055
artifici 0.00015 0.000175 0.000625 0.000525
volleybal 5e-05 0.00135 2.5e-05 5e-05
sole 0.000275 0.0004 0.000425 0.000375
nazi 0.0009 5e-05 7.5e-05 0.00045
samestor 2.5e-05 2.5e-05 0.001375 5e-05
judgment 0.000525 0.00025 0.00025 0.00045
besid 0.000375 0.000375 0.0003 0.000425
sixparti 0.0014 2.5e-05 2.5e-05 2.5e-05
everywher 0.000275 0.000375 0.00025 0.000575
legaci 0.0005 0.000375 0.00015 0.00045
aluminum 0.00015 5e-05 0.000875 0.0004
costcut 0.0001 0.00015 0.001175 5e-05
jermain 0.000175 0.00125 2.5e-05 2.5e-05
sugar 0.000125 0.0004 0.000775 0.000175
rack 0.000175 0.00045 0.000325 0.000525
groceri 0.000125 7.5e-05 0.0011 0.000175
81 0.000225 0.00075 0.00045 5e-05
transistor 2.5e-05 2.5e-05 0.0001 0.001325
ape 7.5e-05 2.5e-05 2.5e-05 0.00135
policymak 0.00025 2.5e-05 0.001075 0.000125
liga 2.5e-05 0.0014 2.5e-05 2.5e-05
hbo 0.000175 0.000225 0.001025 5e-05
strand 0.000975 0.000125 0.00025 0.000125
le 0.000275 0.0003 0.000125 0.000775
itartass 0.00085 5e-05 0.000225 0.00035
ordinari 0.000375 0.00015 0.000325 0.000625
bronx 0.0001 0.0013 2.5e-05 5e-05
putt 0.0001 0.00125 2.5e-05 0.0001
sensor 5e-05 2.5e-05 0.000375 0.001025
kent 0.0002 0.001025 0.0001 0.00015
lukoil 0.0001 2.5e-05 0.001325 2.5e-05
recept 0.0003 0.000675 0.000275 0.000225
theyv 0.00025 0.00055 0.0001 0.00055
tourism 0.00035 2.5e-05 0.000275 0.0008
bea 5e-05 2.5e-05 0.00015 0.001225
justifi 0.000525 0.00025 0.00045 0.000225
egg 0.00025 0.000275 0.00015 0.000775
god 0.0005 0.0004 0.0001 0.00045
skate 5e-05 0.00125 0.0001 5e-05
transplant 0.000225 0.000525 7.5e-05 0.000625
glimps 0.000225 0.0003 0.000175 0.00075
earliest 0.00015 0.0002 0.000125 0.000975
15000 0.0003 0.0002 0.0004 0.00055
ski 0.00015 0.0011 0.00015 5e-05
portug 0.000425 0.000625 0.0001 0.0003
joey 0.0001 0.0013 2.5e-05 2.5e-05
parachut 0.00015 2.5e-05 7.5e-05 0.0012
tenn 0.0001 0.00095 0.00025 0.00015
barclay 2.5e-05 0.0007 0.0007 2.5e-05
39ite 0.001375 2.5e-05 2.5e-05 2.5e-05
rep 0.000925 5e-05 0.000225 0.00025
aung 0.001375 2.5e-05 2.5e-05 2.5e-05
builder 7.5e-05 7.5e-05 0.000775 0.000525
reaffirm 0.000425 0.000175 0.000675 0.000175
buyback 2.5e-05 2.5e-05 0.00135 5e-05
revolutionari 0.00045 0.00015 7.5e-05 0.000775
mastercard 2.5e-05 0.0001 0.00105 0.000275
fivemonth 0.000225 0.000125 0.001075 2.5e-05
balco 5e-05 0.00135 2.5e-05 2.5e-05
siebel 2.5e-05 2.5e-05 0.000425 0.000975
disclosur 0.0002 0.0001 0.00095 0.0002
fortifi 0.001275 2.5e-05 5e-05 0.0001
guess 0.00015 0.000575 0.0001 0.000625
hate 0.000375 0.000625 0.0001 0.00035
bend 0.00015 0.0011 0.0001 0.0001
outright 0.000525 0.00065 0.0001 0.000175
palmer 7.5e-05 0.00125 7.5e-05 5e-05
mob 0.0012 0.0001 0.000125 2.5e-05
foil 0.001025 0.000125 7.5e-05 0.000225
gunner 2.5e-05 0.001375 2.5e-05 2.5e-05
au 0.00115 2.5e-05 5e-05 0.000225
atroc 0.00135 2.5e-05 2.5e-05 5e-05
torr 0.0001 0.001275 5e-05 2.5e-05
mainten 7.5e-05 2.5e-05 0.0006 0.00075
pub 0.00035 0.00015 0.000925 2.5e-05
kraft 5e-05 0.000275 0.001075 5e-05
durabl 0.000175 5e-05 0.0011 0.000125
repeal 0.000425 2.5e-05 0.000975 2.5e-05
glenn 0.000225 0.0011 2.5e-05 0.0001
jenson 5e-05 0.00135 2.5e-05 2.5e-05
ucla 2.5e-05 0.0011 7.5e-05 0.00025
schwab 2.5e-05 0.000175 0.001175 7.5e-05
traci 5e-05 0.00115 2.5e-05 0.000225
ramadan 0.001325 2.5e-05 2.5e-05 7.5e-05
celebrex 5e-05 2.5e-05 0.0013 7.5e-05
anil 7.5e-05 0.000825 0.000525 2.5e-05
tast 0.00015 0.00045 0.000375 0.00045
concret 0.00065 0.0001 0.000475 0.0002
comet 2.5e-05 0.000175 2.5e-05 0.0012
shortfal 0.000175 7.5e-05 0.00095 0.000225
contamin 0.0003 7.5e-05 0.000325 0.000725
creatur 5e-05 5e-05 2.5e-05 0.0013
teach 0.000275 0.00025 0.0003 0.0006
ok 0.00015 0.000525 0.000225 0.000525
brows 2.5e-05 2.5e-05 0.0001 0.001275
liabil 7.5e-05 5e-05 0.001025 0.000275
n 0.00025 0.0003 0.0005 0.000375
oxygen 0.0001 7.5e-05 5e-05 0.0012
watcher 0.0001 0.000125 0.000425 0.000775
verifi 0.0006 7.5e-05 0.000125 0.000625
onestrok 2.5e-05 0.00135 2.5e-05 2.5e-05
parad 0.00035 0.000825 0.000125 0.000125
firmli 0.000475 0.0005 0.0002 0.00025
foxborough 2.5e-05 0.001325 5e-05 2.5e-05
backer 0.000475 0.000125 0.000125 0.0007
megawati 0.00135 2.5e-05 2.5e-05 2.5e-05
antispywar 2.5e-05 2.5e-05 5e-05 0.001325
ioc 0.000125 0.00125 2.5e-05 2.5e-05
princess 0.001075 5e-05 0.000125 0.000175
offenc 0.000875 0.000425 5e-05 7.5e-05
steelmak 0.0001 2.5e-05 0.001275 2.5e-05
ceil 0.00025 0.0001 0.000825 0.00025
q 7.5e-05 0.0003 0.0005 0.00055
mask 0.00075 0.00025 0.000125 0.0003
fulfil 0.000575 0.000275 0.00025 0.000325
prodemocraci 0.001325 2.5e-05 2.5e-05 5e-05
appetit 5e-05 7.5e-05 0.00105 0.00025
visibl 0.000175 0.000175 0.000225 0.00085
soybean 7.5e-05 2.5e-05 0.000975 0.00035
jordanian 0.00135 2.5e-05 2.5e-05 2.5e-05
superstar 0.000275 0.000975 7.5e-05 0.0001
evil 0.00045 0.000175 7.5e-05 0.000725
refineri 0.0002 2.5e-05 0.001125 7.5e-05
parmalat 2.5e-05 2.5e-05 0.00135 2.5e-05
multiyear 5e-05 0.0004 0.00045 0.000525
jeter 0.00025 0.001075 7.5e-05 2.5e-05
proprietari 5e-05 2.5e-05 0.0001 0.00125
height 0.00025 0.0004 0.0005 0.000275
furiou 0.00035 0.00065 0.00015 0.000275
airstrik 0.00135 2.5e-05 2.5e-05 2.5e-05
cri 0.00045 0.0007 0.000125 0.00015
foxboro 0.0001 0.001275 2.5e-05 2.5e-05
20th 0.00025 0.000675 0.0002 0.0003
mohammad 0.00115 0.000175 5e-05 5e-05
safer 0.000375 5e-05 0.00025 0.00075
melt 0.0002 7.5e-05 5e-05 0.0011
lean 0.000225 0.0005 0.000425 0.000275
500000 0.000125 0.000325 0.0003 0.000675
interst 7.5e-05 0.0001 0.001175 7.5e-05
diesel 7.5e-05 2.5e-05 0.001175 0.00015
reggi 5e-05 0.001275 5e-05 5e-05
conocophillip 5e-05 2.5e-05 0.0013 5e-05
350 0.0006 0.000125 0.000525 0.000175
silverston 2.5e-05 0.00135 2.5e-05 2.5e-05
aftershock 0.0012 2.5e-05 0.000125 7.5e-05
wallet 7.5e-05 7.5e-05 0.00045 0.0008
bullet 0.000925 0.0003 7.5e-05 0.0001
alien 0.000325 2.5e-05 0.0001 0.00095
breed 0.000275 0.00015 0.000125 0.00085
toxic 0.00055 2.5e-05 0.00015 0.000675
locust 0.0007 5e-05 2.5e-05 0.000625
swimmer 0.000125 0.001125 2.5e-05 0.000125
isp 2.5e-05 2.5e-05 7.5e-05 0.001275
prohibit 0.00025 0.00015 0.00055 0.00045
superior 0.000475 0.00035 0.00015 0.000425
hopkin 7.5e-05 0.00115 2.5e-05 0.00015
registr 0.000425 7.5e-05 0.000425 0.000475
overlook 0.000275 0.000325 0.000325 0.000475
ruler 0.001175 5e-05 7.5e-05 0.0001
disciplinari 0.0001 0.001175 0.0001 2.5e-05
classact 0.0001 2.5e-05 0.00105 0.000225
fold 0.000325 0.000425 0.000275 0.000375
medicar 0.000525 2.5e-05 0.000725 0.000125
instruct 0.000225 0.00035 0.000125 0.0007
slew 5e-05 0.000175 0.000525 0.00065
rough 0.000275 0.0005 0.00025 0.000375
wallac 5e-05 0.000975 0.0001 0.000275
ward 0.0003 0.000625 0.00025 0.000225
saidon 0.0003 2.5e-05 0.00045 0.000625
petit 0.000225 0.000475 0.000425 0.000275
xinhuanet 0.0007 0.0003 0.00025 0.00015
footag 0.00105 0.0001 5e-05 0.0002
alcoa 0.00015 2.5e-05 0.0012 2.5e-05
difficulti 0.0004 0.00025 0.00035 0.0004
humili 0.0005 0.000725 0.0001 7.5e-05
basra 0.001325 2.5e-05 2.5e-05 2.5e-05
fujitsu 2.5e-05 2.5e-05 0.0002 0.00115
cypru 0.0009 0.000275 0.0001 0.000125
spa 0.000175 0.000325 0.000875 2.5e-05
lucent 2.5e-05 2.5e-05 0.00095 0.0004
psp 5e-05 2.5e-05 7.5e-05 0.00125
hemispher 0.000175 0.0002 0.000875 0.00015
liabl 5e-05 7.5e-05 0.00055 0.000725
commentari 7.5e-05 0.000125 0.000275 0.000925
prevail 0.0003 0.000575 0.0002 0.000325
wrigley 5e-05 0.0008 0.000525 2.5e-05
taiwanes 0.0009 2.5e-05 0.000175 0.0003
brew 0.000275 0.000125 0.0006 0.0004
cal 5e-05 0.0013 2.5e-05 2.5e-05
halflif 7.5e-05 2.5e-05 2.5e-05 0.001275
passport 0.0006 2.5e-05 0.0001 0.000675
astrazeneca 0.00015 2.5e-05 0.0012 2.5e-05
blogger 5e-05 2.5e-05 5e-05 0.001275
thaksin 0.001325 2.5e-05 2.5e-05 2.5e-05
freeagent 2.5e-05 0.001325 2.5e-05 2.5e-05
jimenez 2.5e-05 0.001325 2.5e-05 2.5e-05
mgm 7.5e-05 0.000375 0.0009 5e-05
39keef 2.5e-05 2.5e-05 2.5e-05 0.001325
paralymp 0.000275 0.001075 2.5e-05 2.5e-05
rutan 2.5e-05 2.5e-05 2.5e-05 0.001325
desk 0.000325 0.000225 0.000225 0.0006
grim 0.0006 0.0003 0.0003 0.000175
appreci 0.000225 0.000525 0.0004 0.000225
naval 0.0012 5e-05 5e-05 7.5e-05
medium 0.000175 5e-05 0.000275 0.000875
predecessor 0.0005 0.000275 0.000125 0.000475
composit 0.00045 2.5e-05 0.00035 0.00055
observatori 2.5e-05 2.5e-05 5e-05 0.001275
1200 0.000375 0.0002 0.000425 0.000375
consumpt 0.000175 2.5e-05 0.0007 0.000475
eserv 2.5e-05 2.5e-05 2.5e-05 0.0013
contenti 0.00045 0.00015 0.000425 0.00035
clutch 0.00035 0.00085 0.000125 5e-05
downward 0.000175 0.0001 0.000925 0.000175
grenada 0.0012 5e-05 7.5e-05 5e-05
moya 7.5e-05 0.00125 2.5e-05 2.5e-05
cook 0.000125 0.00025 0.00065 0.00035
gop 0.001075 2.5e-05 7.5e-05 0.0002
sixyear 0.000125 0.00105 0.00015 5e-05
30000 0.000475 0.000125 0.000325 0.00045
westwood 0.000125 0.001175 5e-05 2.5e-05
suu 0.0013 2.5e-05 2.5e-05 2.5e-05
accompani 0.000475 0.000325 0.0002 0.000375
scrutini 0.000175 0.00025 0.000725 0.000225
exec 2.5e-05 2.5e-05 0.000225 0.0011
320 0.0003 0.000175 0.0006 0.0003
outing 0.0001 0.0011 0.0001 7.5e-05
stifl 0.0002 0.00055 0.000175 0.00045
soften 0.00045 0.000125 0.00055 0.00025
abruptli 0.00045 0.000175 0.000425 0.000325
mbeki 0.0013 2.5e-05 2.5e-05 2.5e-05
catastroph 0.000775 7.5e-05 0.00025 0.000275
kumar 0.0001 7.5e-05 0.0007 0.0005
inject 0.00035 0.000475 0.000225 0.000325
wreck 0.0006 0.0003 0.0001 0.000375
slate 0.000275 0.000225 0.000425 0.00045
jammu 0.00125 2.5e-05 2.5e-05 7.5e-05
jolt 0.000725 0.000175 0.0004 7.5e-05
stanc 0.0008 0.0001 0.000275 0.0002
perth 7.5e-05 0.001 0.000275 2.5e-05
alberta 0.00045 0.00025 0.00045 0.000225
metrogoldwynmay 0.000125 2.5e-05 0.0011 0.000125
prestigi 0.0004 0.00055 0.000225 0.0002
tenur 0.00025 0.0005 0.00055 7.5e-05
cope 0.0003 0.000275 0.000275 0.000525
compact 5e-05 7.5e-05 0.00015 0.0011
blunkett 0.00125 2.5e-05 2.5e-05 7.5e-05
maathai 0.0012 2.5e-05 2.5e-05 0.000125
laugh 0.0003 0.000525 0.000175 0.00035
roam 0.0002 7.5e-05 0.000125 0.00095
linuxbas 2.5e-05 2.5e-05 0.0001 0.0012
span 0.000175 0.000675 0.0002 0.0003
obviou 0.0001 0.000725 0.000125 0.0004
copper 0.0002 5e-05 0.000825 0.000275
youv 0.0001 7.5e-05 0.0003 0.000875
bite 0.000175 0.000225 0.00035 0.0006
solo 0.000225 0.0007 5e-05 0.000375
mainfram 2.5e-05 2.5e-05 0.0001 0.0012
teen 0.0002 0.0003 0.000225 0.000625
notch 7.5e-05 0.0007 0.000325 0.00025
tens 0.0009 0.000225 0.000125 0.0001
excus 0.00025 0.000425 0.0002 0.000475
mario 7.5e-05 0.000525 0.000525 0.000225
elev 0.000225 0.000375 0.00035 0.0004
stuart 0.0003 0.0007 0.000275 7.5e-05
trio 0.000325 0.00035 0.00015 0.000525
congoles 0.001275 2.5e-05 2.5e-05 2.5e-05
twoweek 0.000525 0.0002 0.00055 7.5e-05
surveil 0.0006 2.5e-05 7.5e-05 0.00065
swung 0.0001 0.000125 0.001025 0.0001
110 0.000275 0.00055 0.00035 0.000175
lengthi 0.000375 0.000525 0.000325 0.000125
archaeologist 0.0002 2.5e-05 2.5e-05 0.0011
bradley 0.000125 0.001125 5e-05 5e-05
kit 5e-05 7.5e-05 0.000125 0.0011
decreas 0.000125 5e-05 0.00095 0.000225
alcohol 0.00035 0.000325 0.000275 0.0004
anyway 0.00015 0.0007 0.000125 0.000375
notabl 0.00025 0.000425 0.00025 0.000425
kyi 0.001275 2.5e-05 2.5e-05 2.5e-05
conven 0.000875 0.000175 0.00015 0.00015
ltbrgtltfont 2.5e-05 2.5e-05 7.5e-05 0.001225
lung 0.00035 0.0003 0.0005 0.0002
acquit 0.000825 0.000275 0.0002 5e-05
plummet 0.0002 7.5e-05 0.00075 0.000325
admiss 0.000475 0.0003 0.00025 0.000325
relentless 0.000325 0.000375 0.000575 7.5e-05
1997 0.0003 0.00055 0.0003 0.0002
profittak 0.0001 2.5e-05 0.001175 5e-05
vault 0.000125 0.00085 0.000225 0.00015
johan 0.0001 0.0012 2.5e-05 2.5e-05
lilli 7.5e-05 0.0005 0.000725 5e-05
loser 0.00015 0.000825 0.0003 7.5e-05
daunt 0.000225 0.000875 5e-05 0.0002
nnn 0.00105 0.000125 0.000125 5e-05
tea 0.000525 0.000425 0.000325 7.5e-05
morri 5e-05 0.00065 0.000475 0.000175
sink 0.000225 0.0004 0.000475 0.00025
jerom 5e-05 0.001225 5e-05 2.5e-05
insight 0.000125 0.00035 0.000125 0.00075
bombardi 2.5e-05 2.5e-05 0.001275 2.5e-05
bmw 7.5e-05 0.00085 0.000275 0.00015
codenam 7.5e-05 2.5e-05 2.5e-05 0.001225
texan 0.0001 0.001075 0.000125 5e-05
pont 0.000275 0.001025 2.5e-05 2.5e-05
lockhe 5e-05 2.5e-05 0.000675 0.0006
skype 2.5e-05 2.5e-05 2.5e-05 0.001275
sebastien 5e-05 0.00125 2.5e-05 2.5e-05
griffin 0.00015 0.000975 5e-05 0.000175
bremen 5e-05 0.00125 2.5e-05 2.5e-05
clijster 2.5e-05 0.001275 2.5e-05 2.5e-05
depth 0.00015 0.00075 0.000175 0.00025
cure 0.00025 0.000175 0.00015 0.00075
ampm 2.5e-05 0.000875 0.00035 7.5e-05
provision 0.000325 0.000675 0.00015 0.000175
popup 2.5e-05 2.5e-05 0.0001 0.001175
meat 0.00025 0.0001 0.000525 0.00045
opt 0.000125 0.000475 0.0003 0.000425
mobilephon 2.5e-05 5e-05 0.000475 0.000775
transmiss 0.000375 5e-05 0.000225 0.000675
rent 0.000275 0.000125 0.000525 0.0004
refund 7.5e-05 5e-05 0.001025 0.000175
beam 0.000225 0.000275 7.5e-05 0.00075
substitut 7.5e-05 0.000975 0.000175 0.0001
fragil 0.00075 0.0001 0.000275 0.0002
slain 0.001175 7.5e-05 2.5e-05 5e-05
puerto 0.00045 0.000475 0.0002 0.0002
thompson 0.0001 0.000775 0.000225 0.000225
94 0.0001 0.0005 0.00045 0.000275
railway 0.000825 5e-05 0.00035 0.0001
105 0.000225 0.000475 0.0004 0.000225
interven 0.000575 0.0001 0.00045 0.0002
luck 0.000125 0.00075 0.000175 0.000275
payton 2.5e-05 0.00125 2.5e-05 2.5e-05
hair 0.0003 0.00045 0.000275 0.0003
telegraph 0.0005 0.00015 0.000525 0.00015
stateown 0.0003 2.5e-05 0.0009 0.0001
congratul 0.0007 0.0005 5e-05 7.5e-05
logist 0.00035 0.000125 0.000575 0.000275
pickup 0.000175 0.000125 0.0008 0.000225
thick 0.000375 0.000375 0.0001 0.000475
200405 5e-05 0.00105 0.0002 2.5e-05
17th 0.000275 0.000725 0.000225 0.0001
motorcycl 0.0004 0.000625 0.0002 0.0001
blown 0.0005 0.00065 7.5e-05 0.0001
noon 0.000325 0.000625 0.000275 0.0001
ab 7.5e-05 0.000125 0.000825 0.0003
et 0.0001 0.00055 0.000175 0.0005
911 0.000675 7.5e-05 0.00015 0.000425
19th 0.00025 0.000675 0.0002 0.0002
rubber 0.000175 0.0004 0.0006 0.00015
loot 0.000925 7.5e-05 0.000275 5e-05
interfer 0.000625 0.0001 0.00035 0.00025
kati 2.5e-05 0.000375 7.5e-05 0.00085
hostagetak 0.001225 2.5e-05 2.5e-05 5e-05
purport 0.00085 0.0001 0.0001 0.000275
hrefhttpwwwinvestorreuterscomfullquoteaspxtickerwmtn 2.5e-05 2.5e-05 0.00125 2.5e-05
targetstocksquickinfofullquotegtwmtnltagt 2.5e-05 2.5e-05 0.00125 2.5e-05
cayman 0.001225 5e-05 2.5e-05 2.5e-05
wimax 2.5e-05 2.5e-05 5e-05 0.001225
preciou 0.000175 0.000475 0.000425 0.00025
turner 0.0001 0.000875 0.000225 0.000125
hydrogen 2.5e-05 2.5e-05 0.0003 0.000975
sainsburi 2.5e-05 0.000325 0.000925 5e-05
sven 5e-05 0.0006 2.5e-05 0.00065
dementieva 0.0001 0.001175 2.5e-05 2.5e-05
brandon 0.000125 0.001125 5e-05 2.5e-05
ash 0.000175 0.000425 0.000175 0.00055
millennium 0.000225 0.000825 0.00015 0.000125
padraig 2.5e-05 0.00125 2.5e-05 2.5e-05
hoya 2.5e-05 0.00125 2.5e-05 2.5e-05
ambani 5e-05 2.5e-05 0.001225 2.5e-05
grill 0.0001 0.0002 0.000125 0.000875
truli 0.000125 0.00055 0.0002 0.000425
explan 0.000425 0.000275 0.0001 0.0005
buddhist 0.00115 5e-05 2.5e-05 7.5e-05
dirti 0.000525 0.000225 0.00015 0.0004
scatter 0.000725 0.00025 0.000125 0.0002
healthdaynew 2.5e-05 2.5e-05 2.5e-05 0.001225
belief 0.0003 0.00015 0.00045 0.0004
highperform 2.5e-05 5e-05 2.5e-05 0.0012
00 5e-05 0.001175 2.5e-05 5e-05
97 0.000175 0.000725 0.000225 0.000175
kidney 0.000125 0.000525 0.00035 0.0003
highlevel 0.0008 7.5e-05 0.00025 0.000175
midday 0.000125 7.5e-05 0.00105 5e-05
inde 0.000175 0.00045 0.000175 0.0005
basket 5e-05 0.000825 0.0002 0.000225
guillen 2.5e-05 0.001225 2.5e-05 2.5e-05
conveni 0.000125 0.000175 0.00035 0.00065
marc 0.0001 0.0008 5e-05 0.00035
mercantil 0.00045 2.5e-05 0.0008 2.5e-05
stapl 7.5e-05 0.000525 0.000425 0.000275
yearearli 2.5e-05 2.5e-05 0.000975 0.000275
aj 0.0001 0.00115 2.5e-05 2.5e-05
smuggl 0.000875 2.5e-05 0.0002 0.0002
expel 0.001 0.00025 2.5e-05 2.5e-05
comparison 0.0002 0.00035 0.000125 0.000625
frenzi 0.0003 0.000325 0.0003 0.000375
rifl 0.000775 0.000175 2.5e-05 0.000325
aspir 0.00055 0.00045 0.0001 0.0002
km 0.00065 7.5e-05 2.5e-05 0.00055
traffick 0.001 7.5e-05 7.5e-05 0.00015
sergei 0.000775 0.000325 0.0001 0.0001
drastic 0.0002 0.00015 0.000525 0.000425
cyclist 7.5e-05 0.0011 0.0001 2.5e-05
abort 0.00095 2.5e-05 7.5e-05 0.00025
telekom 7.5e-05 2.5e-05 0.000825 0.000375
antidop 2.5e-05 0.0012 2.5e-05 5e-05
cendant 2.5e-05 2.5e-05 0.001175 7.5e-05
juror 0.0002 0.000725 0.000325 5e-05
sm 5e-05 5e-05 5e-05 0.00115
sc 0.00015 0.00085 0.000175 0.000125
flock 0.0004 7.5e-05 0.000475 0.00035
buse 0.00075 0.00015 0.0001 0.0003
swamp 0.000475 0.0002 0.000275 0.00035
spoil 0.00015 0.0009 0.0001 0.00015
libyan 0.001175 2.5e-05 2.5e-05 7.5e-05
whatev 0.0004 0.00045 0.00025 0.0002
spree 0.0003 0.000225 0.0005 0.000275
clip 0.0001 0.0001 0.000375 0.000725
epidem 0.0007 0.00015 5e-05 0.0004
3pointer 5e-05 0.0012 2.5e-05 2.5e-05
thigh 7.5e-05 0.001075 5e-05 0.0001
ferri 0.000525 0.0002 0.000375 0.0002
bunch 7.5e-05 0.00085 0.000125 0.00025
incit 0.00115 2.5e-05 0.0001 2.5e-05
entranc 0.000725 0.00015 0.000175 0.00025
phillip 5e-05 0.000775 0.0002 0.000275
johansson 7.5e-05 0.00115 2.5e-05 5e-05
bakeri 0.00015 2.5e-05 0.001075 5e-05
kicker 5e-05 0.001175 5e-05 2.5e-05
